=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755182085,3362,29868,4147,155,4089,12288,0.22,17.18
1755182086,3362,29868,4147,155,4089,12288,0.40,17.18
1755182087,3362,29868,4147,155,4089,12288,0.42,17.18
1755182088,3362,29868,4147,155,4089,12288,0.31,17.18
1755182089,3362,29868,4147,155,4089,12288,0.28,17.18
1755182090,3362,29868,4147,155,4089,12288,0.27,17.18
1755182091,3362,29868,4147,155,4089,12288,0.37,17.17
1755182092,3362,29868,4147,155,4089,12288,0.45,17.18
1755182093,3362,29868,4147,155,4089,12288,0.31,17.18
1755182094,3362,29868,4147,155,4089,12288,0.28,17.18
1755182095,3362,29868,4147,155,4089,12288,0.33,17.20
1755182096,3362,29868,4147,155,4089,12288,0.34,17.19
1755182097,3362,29868,4147,155,4089,12288,0.36,17.18
1755182098,3362,29868,4147,155,4089,12288,0.29,17.18
1755182099,3362,29868,4147,155,4089,12288,0.25,17.18
1755182101,3362,29868,4147,155,4089,12288,0.44,17.18
1755182102,3362,29868,4147,155,4089,12288,0.38,17.18
1755182103,3362,29868,4147,155,4089,12288,0.33,17.18
1755182104,3362,29868,4147,155,4089,12288,0.31,17.18
1755182105,3362,29868,4147,155,4089,12288,0.28,17.18
1755182106,3362,29868,4147,155,4089,12288,0.33,17.18
1755182107,3362,29868,4147,155,4089,12288,0.45,17.18
1755182108,3362,29868,4147,155,4089,12288,0.27,17.19
1755182109,3362,29868,4147,155,4089,12288,0.30,17.19
1755182110,3362,29868,4147,155,4089,12288,0.33,17.18
1755182111,3362,29868,4147,155,4089,12288,0.45,17.19
1755182112,3362,29868,4147,155,4089,12288,0.42,17.18
1755182113,3362,29868,4147,155,4089,12288,0.34,17.19
1755182114,3362,29868,4147,155,4089,12288,0.21,17.20
1755182115,3362,29868,4147,155,4089,12288,0.31,17.18
1755182116,3362,29868,4147,155,4089,12288,0.33,17.19
1755182117,3362,29868,4147,155,4089,12288,0.40,17.18
1755182118,3362,29868,4147,155,4089,12288,0.33,17.18
1755182120,3362,29868,4147,155,4089,12288,0.30,17.18
1755182121,3362,29868,4147,155,4089,12288,0.37,17.18
1755182122,3362,29868,4147,155,4089,12288,0.42,17.19
1755182123,3362,29868,4147,155,4089,12288,0.32,17.18
1755182124,3362,29868,4147,155,4089,12288,0.25,17.18
1755182125,3362,29868,4147,155,4089,12288,0.30,17.18
1755182126,3362,29868,4147,155,4089,12288,0.37,17.18
1755182127,3362,29868,4147,155,4089,12288,0.37,17.18
1755182128,3362,29868,4147,155,4089,12288,0.33,17.18
1755182129,3362,29868,4147,155,4089,12288,0.27,17.18
1755182130,3362,29868,4147,155,4089,12288,0.25,17.18
1755182131,3362,29868,4147,155,4089,12288,0.39,17.18
1755182132,3362,29868,4147,155,4089,12288,0.39,17.18
1755182133,3362,29868,4147,155,4089,12288,0.30,17.18
1755182134,3362,29868,4147,155,4089,12288,0.31,17.18
1755182135,3362,29868,4147,155,4089,12288,0.30,17.20
1755182136,3362,29868,4147,155,4089,12288,0.31,17.20
1755182137,3362,29868,4147,155,4089,12288,0.36,17.18
1755182138,3362,29868,4147,155,4089,12288,0.25,17.18
1755182140,3362,29868,4147,155,4089,12288,0.24,17.18
1755182141,3362,29868,4147,155,4089,12288,0.43,17.18
1755182142,3362,29868,4147,155,4089,12288,0.39,17.18
1755182143,3362,29868,4147,155,4089,12288,0.34,17.18
1755182144,3362,29868,4147,155,4089,12288,0.37,17.18
1755182145,3362,29868,4147,155,4089,12288,0.31,17.18
1755182146,3362,29868,4147,155,4089,12288,0.45,17.18
1755182147,3362,29868,4147,155,4089,12288,0.79,17.19
1755182148,3362,29868,4147,155,4089,12288,0.28,17.19
1755182149,3362,29868,4147,155,4089,12288,0.30,17.19
1755182150,3362,29868,4147,155,4089,12288,0.27,17.19
1755182151,3362,29868,4147,155,4089,12288,0.33,17.19
1755182152,3362,29868,4147,155,4089,12288,0.45,17.19
1755182153,3362,29868,4147,155,4089,12288,0.30,17.19
1755182154,3362,29868,4147,155,4089,12288,0.27,17.19
1755182155,3362,29868,4147,155,4089,12288,0.45,17.19
1755182156,3362,29868,4147,155,4089,12288,0.31,17.19
1755182157,3362,29868,4147,155,4089,12288,0.40,17.19
1755182158,3362,29868,4147,155,4089,12288,0.37,17.19
1755182159,3362,29868,4147,155,4089,12288,0.22,17.19
1755182161,3362,29868,4147,155,4089,12288,0.36,17.19
1755182162,3362,29868,4147,155,4089,12288,0.40,17.19
1755182163,3362,29868,4147,155,4089,12288,0.40,17.19
1755182164,3362,29868,4147,155,4089,12288,0.31,17.20
1755182165,3362,29868,4147,155,4089,12288,0.28,17.19
1755182166,3362,29868,4147,155,4089,12288,0.33,17.19
1755182167,3362,29868,4147,155,4089,12288,0.36,17.19
1755182168,3362,29868,4147,155,4089,12288,0.42,17.20
1755182169,3362,29868,4147,155,4089,12288,0.21,17.20
1755182170,3362,29868,4147,155,4089,12288,0.36,17.19
1755182171,3362,29868,4147,155,4089,12288,0.48,17.19
1755182172,3362,29868,4147,155,4089,12288,0.42,17.20
1755182173,3362,29868,4147,155,4089,12288,0.27,17.20
1755182174,3362,29868,4147,155,4089,12288,0.28,17.20
1755182175,3362,29868,4147,155,4089,12288,0.33,17.20
1755182176,3362,29868,4147,155,4089,12288,0.34,17.20
1755182177,3362,29868,4147,155,4089,12288,0.37,17.20
1755182178,3362,29868,4147,155,4089,12288,0.30,17.20
1755182179,3362,29868,4147,155,4089,12288,0.34,17.20
1755182181,3362,29868,4147,155,4089,12288,0.33,17.20
1755182182,3362,29868,4147,155,4089,12288,0.34,17.20
1755182183,3362,29868,4147,155,4089,12288,0.47,17.20
1755182184,3362,29868,4147,155,4089,12288,0.28,17.20
1755182185,3362,29868,4147,155,4089,12288,0.27,17.20
1755182186,3362,29868,4147,155,4089,12288,0.42,17.20
1755182187,3362,29868,4147,155,4089,12288,0.37,17.20
1755182188,3362,29868,4147,155,4089,12288,0.30,17.20
1755182189,3362,29868,4147,155,4089,12288,0.33,17.20
1755182190,3362,29868,4147,155,4089,12288,0.25,17.20
1755182191,3362,29868,4147,155,4089,12288,0.36,17.20
1755182192,3362,29868,4147,155,4089,12288,0.49,17.20
1755182193,3362,29868,4147,155,4089,12288,0.36,17.20
1755182194,3362,29868,4147,155,4089,12288,0.37,17.20
1755182195,3362,29868,4147,155,4089,12288,0.34,17.20
1755182196,3362,29868,4147,155,4089,12288,0.39,17.21
1755182197,3362,29868,4147,155,4089,12288,0.47,17.20
1755182198,3362,29868,4147,155,4089,12288,0.42,17.20
1755182199,3362,29868,4147,155,4089,12288,0.18,17.22
1755182201,3362,29868,4147,155,4089,12288,0.42,17.22
1755182202,3362,29868,4147,155,4089,12288,0.34,17.20
1755182203,3362,29868,4147,155,4089,12288,0.34,17.20
1755182204,3362,29868,4147,155,4089,12288,0.33,17.20
1755182205,3362,29868,4147,155,4089,12288,0.25,17.20
1755182206,3362,29868,4147,155,4089,12288,0.34,17.20
1755182207,3362,29868,4147,155,4089,12288,0.42,17.20
1755182208,3362,29868,4147,155,4089,12288,0.27,17.20
1755182209,3362,29868,4147,155,4089,12288,0.25,17.20
1755182210,3362,29868,4147,155,4089,12288,0.33,17.20
1755182211,3362,29868,4147,155,4089,12288,0.37,17.20
1755182212,3362,29868,4147,155,4089,12288,0.42,17.20
1755182213,3362,29868,4147,155,4089,12288,0.40,17.20
1755182214,3362,29868,4147,155,4089,12288,0.16,17.20
1755182215,3362,29868,4147,155,4089,12288,0.30,17.20
1755182216,3362,29868,4147,155,4089,12288,0.39,17.20
1755182217,3362,29868,4147,155,4089,12288,0.36,17.20
1755182218,3362,29868,4147,155,4089,12288,0.31,17.20
1755182219,3362,29868,4147,155,4089,12288,0.31,17.20
1755182221,3362,29868,4147,155,4089,12288,0.43,17.20
1755182222,3362,29868,4147,155,4089,12288,0.33,17.20
1755182223,3362,29868,4147,155,4089,12288,0.45,17.20
1755182224,3362,29868,4147,155,4089,12288,0.33,17.20
1755182225,3362,29868,4147,155,4089,12288,0.34,17.20
1755182226,3362,29868,4147,155,4089,12288,0.27,17.20
1755182227,3362,29868,4147,155,4089,12288,0.40,17.20
1755182228,3362,29868,4147,155,4089,12288,0.36,17.20
1755182229,3362,29868,4147,155,4089,12288,0.27,17.20
1755182230,3362,29868,4147,155,4089,12288,0.28,17.20
1755182231,3362,29868,4147,155,4089,12288,0.49,17.20
1755182232,3362,29868,4147,155,4089,12288,0.45,17.20
1755182233,3362,29868,4147,155,4089,12288,0.33,17.19
1755182234,3362,29868,4147,155,4089,12288,0.34,17.19
1755182235,3362,29868,4147,155,4089,12288,0.30,17.19
1755182236,3362,29868,4147,155,4089,12288,0.32,17.19
1755182237,3362,29868,4147,155,4089,12288,0.42,17.19
1755182238,3362,29868,4147,155,4089,12288,0.34,17.19
1755182239,3362,29868,4147,155,4089,12288,0.21,17.19
1755182241,3362,29868,4147,155,4089,12288,0.40,17.19
1755182242,3362,29868,4147,155,4089,12288,0.31,17.19
1755182243,3362,29868,4147,155,4089,12288,0.34,17.19
1755182244,3362,29868,4147,155,4089,12288,0.35,17.19
1755182245,3362,29868,4147,155,4089,12288,0.28,17.19
1755182246,3362,29868,4147,155,4089,12288,0.33,17.19
1755182247,3362,29868,4147,155,4089,12288,0.50,17.19
1755182248,3362,29868,4147,155,4089,12288,0.30,17.19
1755182249,3362,29868,4147,155,4089,12288,0.31,17.19
1755182250,3362,29868,4147,155,4089,12288,0.27,17.19
1755182251,3362,29868,4147,155,4089,12288,0.33,17.19
1755182252,3362,29868,4147,155,4089,12288,0.48,17.19
1755182253,3362,29868,4147,155,4089,12288,0.25,17.21
1755182254,3362,29868,4147,155,4089,12288,0.28,17.19
1755182255,3362,29868,4147,155,4089,12288,0.33,17.19
1755182256,3362,29868,4147,155,4089,12288,0.28,17.19
1755182257,3362,29868,4147,155,4089,12288,0.34,17.20
1755182258,3362,29868,4147,155,4089,12288,0.31,17.20
1755182259,3362,29868,4147,155,4089,12288,0.25,17.20
1755182261,3362,29868,4147,155,4089,12288,0.36,17.19
1755182262,3362,29868,4147,155,4089,12288,0.42,17.19
1755182263,3362,29868,4147,155,4089,12288,0.35,17.19
1755182264,3362,29868,4147,155,4089,12288,0.33,17.19
1755182265,3362,29868,4147,155,4089,12288,0.27,17.19
1755182266,3362,29868,4147,155,4089,12288,0.36,17.19
1755182267,3362,29868,4147,155,4089,12288,0.45,17.19
1755182268,3362,29868,4147,155,4089,12288,0.49,17.19
1755182269,3362,29868,4147,155,4089,12288,0.28,17.20
1755182270,3362,29868,4147,155,4089,12288,0.27,17.20
1755182271,3362,29868,4147,155,4089,12288,0.42,17.20
1755182272,3362,29868,4147,155,4089,12288,0.42,17.20
1755182273,3362,29868,4147,155,4089,12288,0.30,17.20
1755182274,3362,29868,4147,155,4089,12288,0.29,17.22
1755182275,3362,29868,4147,155,4089,12288,0.44,17.20
1755182276,3362,29868,4147,155,4089,12288,0.37,17.20
1755182277,3362,29868,4147,155,4089,12288,0.39,17.20
1755182278,3362,29868,4147,155,4089,12288,0.36,17.20
1755182279,3362,29868,4147,155,4089,12288,0.34,17.20
1755182281,3362,29868,4147,155,4089,12288,0.43,17.20
1755182282,3362,29868,4147,155,4089,12288,0.33,17.20
1755182283,3362,29868,4147,155,4089,12288,0.43,17.20
1755182284,3362,29868,4147,155,4089,12288,0.30,17.20
1755182285,3362,29868,4147,155,4089,12288,0.25,17.20
1755182286,3362,29868,4147,155,4089,12288,0.42,17.20
1755182287,3362,29868,4147,155,4089,12288,0.37,17.20
1755182288,3362,29868,4147,155,4089,12288,0.28,17.20
1755182289,3362,29868,4147,155,4089,12288,0.32,17.20
1755182290,3362,29868,4147,155,4089,12288,0.25,17.21
1755182291,3362,29868,4147,155,4089,12288,0.38,17.20
1755182292,3362,29868,4147,155,4089,12288,0.42,17.21
1755182293,3362,29868,4147,155,4089,12288,0.30,17.21
1755182294,3362,29868,4147,155,4089,12288,0.22,17.20
1755182295,3362,29868,4147,155,4089,12288,0.46,17.20
1755182296,3362,29868,4147,155,4089,12288,0.31,17.20
1755182297,3362,29868,4147,155,4089,12288,0.41,17.21
1755182298,3362,29868,4147,155,4089,12288,0.38,17.21
1755182300,3362,29868,4147,155,4089,12288,0.25,17.21
1755182301,3362,29868,4147,155,4089,12288,0.39,17.21
1755182302,3362,29868,4147,155,4089,12288,0.46,17.21
1755182303,3362,29868,4147,155,4089,12288,0.24,17.22
1755182304,3362,29868,4147,155,4089,12288,0.28,17.21
1755182305,3362,29868,4147,155,4089,12288,0.24,17.21
1755182306,3362,29868,4147,155,4089,12288,0.36,17.21
1755182307,3362,29868,4147,155,4089,12288,0.42,17.21
1755182308,3362,29868,4147,155,4089,12288,0.30,17.21
1755182309,3362,29868,4147,155,4089,12288,0.24,17.21
1755182310,3362,29868,4147,155,4089,12288,0.31,17.21
1755182311,3362,29868,4147,155,4089,12288,0.39,17.21
1755182312,3362,29868,4147,155,4089,12288,0.37,17.21
1755182313,3362,29868,4147,155,4089,12288,0.36,17.21
1755182314,3362,29868,4147,155,4089,12288,0.24,17.20
1755182315,3362,29868,4147,155,4089,12288,0.39,17.20
1755182316,3362,29868,4147,155,4089,12288,0.34,17.20
1755182317,3362,29868,4147,155,4089,12288,0.39,17.20
1755182318,3362,29868,4147,155,4089,12288,0.29,17.20
1755182320,3362,29868,4147,155,4089,12288,0.33,17.20
1755182321,3362,29868,4147,155,4089,12288,0.39,17.20
1755182322,3362,29868,4147,155,4089,12288,0.36,17.22
1755182323,3362,29868,4147,155,4089,12288,0.34,17.20
1755182324,3362,29868,4147,155,4089,12288,0.30,17.20
1755182325,3362,29868,4147,155,4089,12288,0.33,17.20
1755182326,3362,29868,4147,155,4089,12288,0.37,17.20
1755182327,3362,29868,4147,155,4089,12288,0.40,17.20
1755182328,3362,29868,4147,155,4089,12288,0.37,17.20
1755182329,3362,29868,4147,155,4089,12288,0.28,17.20
1755182330,3362,29868,4147,155,4089,12288,0.25,17.20
1755182331,3362,29868,4147,155,4089,12288,0.41,17.20
1755182332,3362,29868,4147,155,4089,12288,0.48,17.20
1755182333,3362,29868,4147,155,4089,12288,0.22,17.20
1755182334,3362,29868,4147,155,4089,12288,0.25,17.20
1755182335,3362,29868,4147,155,4089,12288,0.39,17.20
1755182336,3362,29868,4147,155,4089,12288,0.30,17.20
1755182337,3362,29868,4147,155,4089,12288,0.42,17.20
1755182338,3362,29868,4147,155,4089,12288,0.34,17.20
1755182340,3362,29868,4147,155,4089,12288,0.28,17.20
1755182341,3362,29868,4147,155,4089,12288,0.44,17.20
1755182342,3362,29868,4147,155,4089,12288,0.39,17.20
1755182343,3362,29868,4147,155,4089,12288,0.31,17.20
1755182344,3362,29868,4147,155,4089,12288,0.31,17.20
1755182345,3362,29868,4147,155,4089,12288,0.25,17.20
1755182346,3362,29868,4147,155,4089,12288,0.38,17.20
1755182347,3362,29868,4147,155,4089,12288,0.40,17.22
1755182348,3362,29868,4147,155,4089,12288,0.29,17.20
1755182349,3362,29868,4147,155,4089,12288,0.28,17.20
1755182350,3362,29868,4147,155,4089,12288,0.28,17.20
1755182351,3362,29868,4147,155,4089,12288,0.45,17.20
1755182352,3362,29868,4147,155,4089,12288,0.45,17.21
1755182353,3362,29868,4147,155,4089,12288,0.30,17.20
1755182354,3362,29868,4147,155,4089,12288,0.24,17.20
1755182355,3362,29868,4147,155,4089,12288,0.47,17.20
1755182356,3362,29868,4147,155,4089,12288,0.34,17.20
1755182357,3362,29868,4147,155,4089,12288,0.37,17.20
1755182359,3362,29868,4147,155,4089,12288,0.36,17.20
1755182360,3362,29868,4147,155,4089,12288,0.27,17.21
1755182361,3362,29868,4147,155,4089,12288,0.34,17.21
1755182362,3362,29868,4147,155,4089,12288,0.42,17.21
1755182363,3362,29868,4147,155,4089,12288,0.28,17.21
1755182364,3362,29868,4147,155,4089,12288,0.27,17.22
1755182365,3362,29868,4147,155,4089,12288,0.22,17.20
1755182366,3362,29868,4147,155,4089,12288,0.34,17.21
1755182367,3362,29868,4147,155,4089,12288,0.36,17.20
1755182368,3362,29868,4147,155,4089,12288,0.33,17.20
1755182369,3362,29868,4147,155,4089,12288,0.30,17.20
1755182370,3362,29868,4147,155,4089,12288,0.28,17.20
1755182371,3362,29868,4147,155,4089,12288,0.48,17.20
1755182372,3362,29868,4147,155,4089,12288,0.43,17.20
1755182373,3362,29868,4147,155,4089,12288,0.30,17.21
1755182374,3362,29868,4147,155,4089,12288,0.36,17.20
1755182375,3362,29868,4147,155,4089,12288,0.37,17.20
1755182376,3362,29868,4147,155,4089,12288,0.34,17.20
1755182377,3362,29868,4147,155,4089,12288,0.39,17.20
1755182378,3362,29868,4147,155,4089,12288,0.30,17.20
1755182380,3362,29868,4147,155,4089,12288,0.34,17.20
1755182381,3362,29868,4147,155,4089,12288,0.40,17.20
1755182382,3362,29868,4147,155,4089,12288,0.37,17.20
1755182383,3362,29868,4147,155,4089,12288,0.45,17.20
1755182384,3362,29868,4147,155,4089,12288,0.23,17.22
1755182385,3362,29868,4147,155,4089,12288,0.22,17.20
1755182386,3362,29868,4147,155,4089,12288,0.41,17.20
1755182387,3362,29868,4147,155,4089,12288,0.39,17.20
1755182388,3362,29868,4147,155,4089,12288,0.31,17.20
1755182389,3362,29868,4147,155,4089,12288,0.36,17.20
1755182390,3362,29868,4147,155,4089,12288,0.25,17.20
1755182391,3362,29868,4147,155,4089,12288,0.39,17.20
1755182392,3362,29868,4147,155,4089,12288,0.45,17.20
1755182393,3362,29868,4147,155,4089,12288,0.27,17.20
1755182394,3362,29868,4147,155,4089,12288,0.30,17.20
1755182395,3362,29868,4147,155,4089,12288,0.40,17.20
1755182396,3362,29868,4147,155,4089,12288,0.33,17.20
1755182397,3362,29868,4147,155,4089,12288,0.42,17.20
1755182399,3362,29868,4147,155,4089,12288,0.35,17.20
1755182400,3362,29868,4147,155,4089,12288,0.31,17.20
1755182401,3362,29868,4147,155,4089,12288,0.42,17.20
1755182402,3362,29868,4147,155,4089,12288,0.31,17.19
1755182403,3362,29868,4147,155,4089,12288,0.27,17.19
1755182404,3362,29868,4147,155,4089,12288,0.31,17.19
1755182405,3362,29868,4147,155,4089,12288,0.28,17.19
1755182406,3362,29868,4147,155,4089,12288,0.36,17.19
1755182407,3362,29868,4147,155,4089,12288,0.48,17.19
1755182408,3362,29868,4147,155,4089,12288,0.36,17.19
1755182409,3362,29868,4147,155,4089,12288,0.27,17.19
1755182410,3362,29868,4147,155,4089,12288,0.37,17.19
1755182411,3362,29868,4147,155,4089,12288,0.39,17.19
1755182412,3362,29868,4147,155,4089,12288,0.41,17.19
1755182413,3362,29868,4147,155,4089,12288,0.33,17.19
1755182414,3362,29868,4147,155,4089,12288,0.22,17.19
1755182415,3362,29868,4147,155,4089,12288,0.37,17.19
1755182416,3362,29868,4147,155,4089,12288,0.36,17.19
1755182417,3362,29868,4147,155,4089,12288,0.45,17.19
1755182419,3362,29868,4147,155,4089,12288,0.28,17.19
1755182420,3362,29868,4147,155,4089,12288,0.32,17.19
1755182421,3362,29868,4147,155,4089,12288,0.32,17.19
1755182422,3362,29868,4147,155,4089,12288,0.39,17.19
1755182423,3362,29868,4147,155,4089,12288,0.40,17.19
1755182424,3362,29868,4147,155,4089,12288,0.31,17.19
1755182425,3362,29868,4147,155,4089,12288,0.31,17.19
1755182426,3362,29868,4147,155,4089,12288,0.36,17.19
1755182427,3362,29868,4147,155,4089,12288,0.40,17.19
1755182428,3362,29868,4147,155,4089,12288,0.34,17.19
1755182429,3362,29868,4147,155,4089,12288,0.25,17.19
1755182430,3362,29868,4147,155,4089,12288,0.25,17.20
1755182431,3362,29868,4147,155,4089,12288,0.39,17.19
1755182432,3362,29868,4147,155,4089,12288,0.37,17.19
1755182433,3362,29868,4147,155,4089,12288,0.28,17.19
1755182434,3362,29868,4147,155,4089,12288,0.33,17.19
1755182435,3362,29868,4147,155,4089,12288,0.39,17.19
1755182436,3362,29868,4147,155,4089,12288,0.30,17.19
1755182437,3362,29868,4147,155,4089,12288,0.43,17.19
1755182439,3362,29868,4147,155,4089,12288,0.25,17.19
1755182440,3362,29868,4147,155,4089,12288,0.25,17.19
1755182441,3362,29868,4147,155,4089,12288,0.45,17.19
1755182442,3362,29868,4147,155,4089,12288,0.37,17.19
1755182443,3362,29868,4147,155,4089,12288,0.27,17.19
1755182444,3362,29868,4147,155,4089,12288,0.31,17.19
1755182445,3362,29868,4147,155,4089,12288,0.25,17.19
1755182446,3362,29868,4147,155,4089,12288,0.34,17.19
1755182447,3362,29868,4147,155,4089,12288,0.39,17.19
1755182448,3362,29868,4147,155,4089,12288,0.26,17.19
1755182449,3362,29868,4147,155,4089,12288,0.28,17.19
1755182450,3362,29868,4147,155,4089,12288,0.24,17.19
1755182451,3362,29868,4147,155,4089,12288,0.54,17.19
1755182452,3362,29868,4147,155,4089,12288,0.54,17.19
1755182453,3362,29868,4147,155,4089,12288,0.24,17.19
1755182454,3362,29868,4147,155,4089,12288,0.26,17.19
1755182455,3362,29868,4147,155,4089,12288,0.43,17.19
1755182456,3362,29868,4147,155,4089,12288,0.28,17.19
1755182458,3362,29868,4147,155,4089,12288,0.34,17.19
1755182459,3362,29868,4147,155,4089,12288,0.33,17.19
1755182460,3362,29868,4147,155,4089,12288,0.27,17.18
1755182461,3362,29868,4147,155,4089,12288,0.34,17.19
1755182462,3362,29868,4147,155,4089,12288,0.46,17.19
1755182463,3362,29868,4147,155,4089,12288,0.25,17.19
1755182464,3362,29868,4147,155,4089,12288,0.21,17.19
1755182465,3362,29868,4147,155,4089,12288,0.30,17.19
1755182466,3362,29868,4147,155,4089,12288,0.36,17.19
1755182467,3362,29868,4147,155,4089,12288,0.37,17.19
1755182468,3362,29868,4147,155,4089,12288,0.33,17.19
1755182469,3362,29868,4147,155,4089,12288,0.24,17.19
1755182470,3362,29868,4147,155,4089,12288,0.27,17.18
1755182471,3362,29868,4147,155,4089,12288,0.38,17.18
1755182472,3362,29868,4147,155,4089,12288,0.35,17.19
1755182473,3362,29868,4147,155,4089,12288,0.28,17.18
1755182474,3362,29868,4147,155,4089,12288,0.30,17.18
1755182475,3362,29868,4147,155,4089,12288,0.36,17.18
1755182476,3362,29868,4147,155,4089,12288,0.33,17.19
1755182477,3362,29868,4147,155,4089,12288,0.36,17.19
1755182479,3362,29868,4147,155,4089,12288,0.33,17.18
1755182480,3362,29868,4147,155,4089,12288,0.31,17.18
1755182481,3362,29868,4147,155,4089,12288,0.37,17.19
1755182482,3362,29868,4147,155,4089,12288,0.39,17.19
1755182483,3362,29868,4147,155,4089,12288,0.34,17.19
1755182484,3362,29868,4147,155,4089,12288,0.22,17.19
1755182485,3362,29868,4147,155,4089,12288,0.22,17.19
1755182486,3362,29868,4147,155,4089,12288,0.46,17.19
1755182487,3362,29868,4147,155,4089,12288,0.37,17.19
1755182488,3362,29868,4147,155,4089,12288,0.30,17.19
1755182489,3362,29868,4147,155,4089,12288,0.30,17.19
1755182490,3362,29868,4147,155,4089,12288,0.21,17.19
1755182491,3362,29868,4147,155,4089,12288,0.30,17.19
