=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755181597,3362,29868,4147,155,4089,12288,0.40,17.18
1755181598,3362,29868,4147,155,4089,12288,0.37,17.18
1755181599,3362,29868,4147,155,4089,12288,0.24,17.18
1755181600,3362,29868,4147,155,4089,12288,0.43,17.18
1755181601,3362,29868,4147,155,4089,12288,0.24,17.18
1755181602,3362,29868,4147,155,4089,12288,0.37,17.18
1755181603,3362,29868,4147,155,4089,12288,0.31,17.18
1755181604,3362,29868,4147,155,4089,12288,0.28,17.18
1755181606,3362,29868,4147,155,4089,12288,0.39,17.18
1755181607,3362,29868,4147,155,4089,12288,0.40,17.18
1755181608,3362,29868,4147,155,4089,12288,0.33,17.18
1755181609,3362,29868,4147,155,4089,12288,0.24,17.18
1755181610,3362,29868,4147,155,4089,12288,0.34,17.18
1755181611,3362,29868,4147,155,4089,12288,0.37,17.18
1755181612,3362,29868,4147,155,4089,12288,0.45,17.18
1755181613,3362,29868,4147,155,4089,12288,0.36,17.18
1755181614,3362,29868,4147,155,4089,12288,0.26,17.18
1755181615,3362,29868,4147,155,4089,12288,0.31,17.18
1755181616,3362,29868,4147,155,4089,12288,0.46,17.18
1755181617,3362,29868,4147,155,4089,12288,0.40,17.18
1755181618,3362,29868,4147,155,4089,12288,0.25,17.18
1755181619,3362,29868,4147,155,4089,12288,0.30,17.18
1755181620,3362,29868,4147,155,4089,12288,0.37,17.18
1755181621,3362,29868,4147,155,4089,12288,0.31,17.18
1755181622,3362,29868,4147,155,4089,12288,0.42,17.18
1755181623,3362,29868,4147,155,4089,12288,0.30,17.19
1755181625,3362,29868,4147,155,4089,12288,0.36,17.19
1755181626,3362,29868,4147,155,4089,12288,0.37,17.19
1755181627,3362,29868,4147,155,4089,12288,0.39,17.19
1755181628,3362,29868,4147,155,4089,12288,0.39,17.19
1755181629,3362,29868,4147,155,4089,12288,0.27,17.19
1755181630,3362,29868,4147,155,4089,12288,0.25,17.18
1755181631,3362,29868,4147,155,4089,12288,0.51,17.19
1755181632,3362,29868,4147,155,4089,12288,0.42,17.19
1755181633,3362,29868,4147,155,4089,12288,0.25,17.18
1755181634,3362,29868,4147,155,4089,12288,0.31,17.18
1755181635,3362,29868,4147,155,4089,12288,0.27,17.18
1755181636,3362,29868,4147,155,4089,12288,0.39,17.18
1755181637,3362,29868,4147,155,4089,12288,0.42,17.18
1755181638,3362,29868,4147,155,4089,12288,0.28,17.19
1755181639,3362,29868,4147,155,4089,12288,0.23,17.18
1755181640,3362,29868,4147,155,4089,12288,0.39,17.18
1755181641,3362,29868,4147,155,4089,12288,0.25,17.19
1755181642,3362,29868,4147,155,4089,12288,0.45,17.19
1755181644,3362,29868,4147,155,4089,12288,0.32,17.19
1755181645,3362,29868,4147,155,4089,12288,0.28,17.18
1755181646,3362,29868,4147,155,4089,12288,0.37,17.19
1755181647,3362,29868,4147,155,4089,12288,0.46,17.19
1755181648,3362,29868,4147,155,4089,12288,0.28,17.19
1755181649,3362,29868,4147,155,4089,12288,0.30,17.19
1755181650,3362,29868,4147,155,4089,12288,0.28,17.19
1755181651,3362,29868,4147,155,4089,12288,0.33,17.19
1755181652,3362,29868,4147,155,4089,12288,0.49,17.19
1755181653,3362,29868,4147,155,4089,12288,0.28,17.20
1755181654,3362,29868,4147,155,4089,12288,0.27,17.20
1755181655,3362,29868,4147,155,4089,12288,0.33,17.19
1755181656,3362,29868,4147,155,4089,12288,0.41,17.19
1755181657,3362,29868,4147,155,4089,12288,0.40,17.19
1755181658,3362,29868,4147,155,4089,12288,0.33,17.19
1755181659,3362,29868,4147,155,4089,12288,0.24,17.19
1755181660,3362,29868,4147,155,4089,12288,0.39,17.19
1755181661,3362,29868,4147,155,4089,12288,0.30,17.20
1755181662,3362,29868,4147,155,4089,12288,0.37,17.19
1755181663,3362,29868,4147,155,4089,12288,0.28,17.18
1755181665,3362,29868,4147,155,4089,12288,0.33,17.18
1755181666,3362,29868,4147,155,4089,12288,0.36,17.18
1755181667,3362,29868,4147,155,4089,12288,0.39,17.19
1755181668,3362,29868,4147,155,4089,12288,0.39,17.19
1755181669,3362,29868,4147,155,4089,12288,0.25,17.18
1755181670,3362,29868,4147,155,4089,12288,0.25,17.18
1755181671,3362,29868,4147,155,4089,12288,0.46,17.18
1755181672,3362,29868,4147,155,4089,12288,0.45,17.18
1755181673,3362,29868,4147,155,4089,12288,0.37,17.19
1755181674,3362,29868,4147,155,4089,12288,0.22,17.19
1755181675,3362,29868,4147,155,4089,12288,0.28,17.18
1755181676,3362,29868,4147,155,4089,12288,0.36,17.18
1755181677,3362,29868,4147,155,4089,12288,0.40,17.18
1755181678,3362,29868,4147,155,4089,12288,0.31,17.18
1755181679,3362,29868,4147,155,4089,12288,0.39,17.18
1755181680,3362,29868,4147,155,4089,12288,0.46,17.18
1755181681,3362,29868,4147,155,4089,12288,0.31,17.18
1755181682,3362,29868,4147,155,4089,12288,0.48,17.18
1755181683,3362,29868,4147,155,4089,12288,0.37,17.19
1755181685,3362,29868,4147,155,4089,12288,0.31,17.18
1755181686,3362,29868,4147,155,4089,12288,0.45,17.18
1755181687,3362,29868,4147,155,4089,12288,0.42,17.19
1755181688,3362,29868,4147,155,4089,12288,0.31,17.19
1755181689,3362,29868,4147,155,4089,12288,0.25,17.19
1755181690,3362,29868,4147,155,4089,12288,0.30,17.19
1755181691,3362,29868,4147,155,4089,12288,0.44,17.19
1755181692,3362,29868,4147,155,4089,12288,0.45,17.19
1755181693,3362,29868,4147,155,4089,12288,0.30,17.19
1755181694,3362,29868,4147,155,4089,12288,0.27,17.19
1755181695,3362,29868,4147,155,4089,12288,0.33,17.19
1755181696,3362,29868,4147,155,4089,12288,0.34,17.19
1755181697,3362,29868,4147,155,4089,12288,0.42,17.19
1755181698,3362,29868,4147,155,4089,12288,0.33,17.19
1755181699,3362,29868,4147,155,4089,12288,0.27,17.19
1755181700,3362,29868,4147,155,4089,12288,0.39,17.20
1755181701,3362,29868,4147,155,4089,12288,0.25,17.19
1755181702,3362,29868,4147,155,4089,12288,0.37,17.19
1755181703,3362,29868,4147,155,4089,12288,0.36,17.19
1755181705,3362,29868,4147,155,4089,12288,0.27,17.18
1755181706,3362,29868,4147,155,4089,12288,0.37,17.19
1755181707,3362,29868,4147,155,4089,12288,0.45,17.19
1755181708,3362,29868,4147,155,4089,12288,0.27,17.19
1755181709,3362,29868,4147,155,4089,12288,0.25,17.18
1755181710,3362,29868,4147,155,4089,12288,0.31,17.18
1755181711,3362,29868,4147,155,4089,12288,0.43,17.19
1755181712,3362,29868,4147,155,4089,12288,0.45,17.18
1755181713,3362,29868,4147,155,4089,12288,0.34,17.19
1755181714,3362,29868,4147,155,4089,12288,0.26,17.19
1755181715,3362,29868,4147,155,4089,12288,0.25,17.19
1755181716,3362,29868,4147,155,4089,12288,0.45,17.19
1755181717,3362,29868,4147,155,4089,12288,0.31,17.21
1755181718,3362,29868,4147,155,4089,12288,0.29,17.20
1755181719,3362,29868,4147,155,4089,12288,0.30,17.19
1755181720,3362,29868,4147,155,4089,12288,0.36,17.19
1755181721,3362,29868,4147,155,4089,12288,0.28,17.19
1755181722,3362,29868,4147,155,4089,12288,0.38,17.18
1755181724,3362,29868,4147,155,4089,12288,0.31,17.18
1755181725,3362,29868,4147,155,4089,12288,0.29,17.18
1755181726,3362,29868,4147,155,4089,12288,0.33,17.18
1755181727,3362,29868,4147,155,4089,12288,0.42,17.18
1755181728,3362,29868,4147,155,4089,12288,0.37,17.18
1755181729,3362,29868,4147,155,4089,12288,0.24,17.18
1755181730,3362,29868,4147,155,4089,12288,0.28,17.18
1755181731,3362,29868,4147,155,4089,12288,0.40,17.18
1755181732,3362,29868,4147,155,4089,12288,0.45,17.18
1755181733,3362,29868,4147,155,4089,12288,0.28,17.18
1755181734,3362,29868,4147,155,4089,12288,0.31,17.18
1755181735,3362,29868,4147,155,4089,12288,0.25,17.18
1755181736,3362,29868,4147,155,4089,12288,0.37,17.18
1755181737,3362,29868,4147,155,4089,12288,0.46,17.18
1755181738,3362,29868,4147,155,4089,12288,0.32,17.18
1755181739,3362,29868,4147,155,4089,12288,0.27,17.18
1755181740,3362,29868,4147,155,4089,12288,0.40,17.18
1755181741,3362,29868,4147,155,4089,12288,0.25,17.20
1755181743,3362,29868,4147,155,4089,12288,0.38,17.18
1755181744,3362,29868,4147,155,4089,12288,0.32,17.18
1755181745,3362,29868,4147,155,4089,12288,0.24,17.18
1755181746,3362,29868,4147,155,4089,12288,0.40,17.18
1755181747,3362,29868,4147,155,4089,12288,0.40,17.18
1755181748,3362,29868,4147,155,4089,12288,0.33,17.18
1755181749,3362,29868,4147,155,4089,12288,0.30,17.18
1755181750,3362,29868,4147,155,4089,12288,0.34,17.18
1755181751,3362,29868,4147,155,4089,12288,0.45,17.18
1755181752,3362,29868,4147,155,4089,12288,0.45,17.18
1755181753,3362,29868,4147,155,4089,12288,0.28,17.18
1755181754,3362,29868,4147,155,4089,12288,0.27,17.18
1755181755,3362,29868,4147,155,4089,12288,0.30,17.18
1755181756,3362,29868,4147,155,4089,12288,0.39,17.18
1755181757,3362,29868,4147,155,4089,12288,0.42,17.18
1755181758,3362,29868,4147,155,4089,12288,3.45,17.18
1755181759,3362,29868,4147,155,4089,12288,0.27,17.18
1755181760,3362,29868,4147,155,4089,12288,0.34,17.20
1755181762,3362,29868,4147,155,4089,12288,0.35,17.18
1755181763,3362,29868,4147,155,4089,12288,0.38,17.20
1755181764,3362,29868,4147,155,4089,12288,0.31,17.20
1755181765,3362,29868,4147,155,4089,12288,0.26,17.18
1755181766,3362,29868,4147,155,4089,12288,0.36,17.18
1755181767,3362,29868,4147,155,4089,12288,0.36,17.19
1755181768,3362,29868,4147,155,4089,12288,0.37,17.18
1755181769,3362,29868,4147,155,4089,12288,0.28,17.18
1755181770,3362,29868,4147,155,4089,12288,0.30,17.18
1755181771,3362,29868,4147,155,4089,12288,0.37,17.18
1755181772,3362,29868,4147,155,4089,12288,0.42,17.18
1755181773,3362,29868,4147,155,4089,12288,0.36,17.18
1755181774,3362,29868,4147,155,4089,12288,0.27,17.18
1755181775,3362,29868,4147,155,4089,12288,0.40,17.18
1755181776,3362,29868,4147,155,4089,12288,0.28,17.18
1755181777,3362,29868,4147,155,4089,12288,0.39,17.18
1755181778,3362,29868,4147,155,4089,12288,0.27,17.18
1755181779,3362,29868,4147,155,4089,12288,0.34,17.18
1755181781,3362,29868,4147,155,4089,12288,0.33,17.18
1755181782,3362,29868,4147,155,4089,12288,0.28,17.19
1755181783,3362,29868,4147,155,4089,12288,0.39,17.18
1755181784,3362,29868,4147,155,4089,12288,0.27,17.18
1755181785,3362,29868,4147,155,4089,12288,0.27,17.18
1755181786,3362,29868,4147,155,4089,12288,0.40,17.18
1755181787,3362,29868,4147,155,4089,12288,0.46,17.18
1755181788,3362,29868,4147,155,4089,12288,0.27,17.18
1755181789,3362,29868,4147,155,4089,12288,0.30,17.18
1755181790,3362,29868,4147,155,4089,12288,0.30,17.18
1755181791,3362,29868,4147,155,4089,12288,0.34,17.18
1755181792,3362,29868,4147,155,4089,12288,0.48,17.18
1755181793,3362,29868,4147,155,4089,12288,0.27,17.18
1755181794,3362,29868,4147,155,4089,12288,0.28,17.18
1755181795,3362,29868,4147,155,4089,12288,0.37,17.19
1755181796,3362,29868,4147,155,4089,12288,0.31,17.18
1755181797,3362,29868,4147,155,4089,12288,0.43,17.18
1755181798,3362,29868,4147,155,4089,12288,0.39,17.18
1755181799,3362,29868,4147,155,4089,12288,0.59,17.18
1755181801,3362,29868,4147,155,4089,12288,0.42,17.18
1755181802,3362,29868,4147,155,4089,12288,0.37,17.18
1755181803,3362,29868,4147,155,4089,12288,0.32,17.18
1755181804,3362,29868,4147,155,4089,12288,0.36,17.18
1755181805,3362,29868,4147,155,4089,12288,0.25,17.18
1755181806,3362,29868,4147,155,4089,12288,0.39,17.18
1755181807,3362,29868,4147,155,4089,12288,0.46,17.18
1755181808,3362,29868,4147,155,4089,12288,0.27,17.18
1755181809,3362,29868,4147,155,4089,12288,0.27,17.18
1755181810,3362,29868,4147,155,4089,12288,0.36,17.18
1755181811,3362,29868,4147,155,4089,12288,0.49,17.18
1755181812,3362,29868,4147,155,4089,12288,0.55,17.18
1755181813,3362,29868,4147,155,4089,12288,0.33,17.18
1755181814,3362,29868,4147,155,4089,12288,0.28,17.18
1755181815,3362,29868,4147,155,4089,12288,0.39,17.18
1755181816,3362,29868,4147,155,4089,12288,0.39,17.18
1755181817,3362,29868,4147,155,4089,12288,0.42,17.18
1755181818,3362,29868,4147,155,4089,12288,0.28,17.18
1755181819,3362,29868,4147,155,4089,12288,0.38,17.18
1755181821,3362,29868,4147,155,4089,12288,0.34,17.18
1755181822,3362,29868,4147,155,4089,12288,0.37,17.18
1755181823,3362,29868,4147,155,4089,12288,0.36,17.18
1755181824,3362,29868,4147,155,4089,12288,0.27,17.18
1755181825,3362,29868,4147,155,4089,12288,0.31,17.18
1755181826,3362,29868,4147,155,4089,12288,0.34,17.18
1755181827,3362,29868,4147,155,4089,12288,0.39,17.18
1755181828,3362,29868,4147,155,4089,12288,0.36,17.18
1755181829,3362,29868,4147,155,4089,12288,0.19,17.20
1755181830,3362,29868,4147,155,4089,12288,0.25,17.20
1755181831,3362,29868,4147,155,4089,12288,0.37,17.18
1755181832,3362,29868,4147,155,4089,12288,0.37,17.18
1755181833,3362,29868,4147,155,4089,12288,0.30,17.18
1755181834,3362,29868,4147,155,4089,12288,0.33,17.18
1755181835,3362,29868,4147,155,4089,12288,0.30,17.18
1755181836,3362,29868,4147,155,4089,12288,0.35,17.18
1755181837,3362,29868,4147,155,4089,12288,0.42,17.18
1755181838,3362,29868,4147,155,4089,12288,0.33,17.18
1755181839,3362,29868,4147,155,4089,12288,0.25,17.18
1755181841,3362,29868,4147,155,4089,12288,0.45,17.18
1755181842,3362,29868,4147,155,4089,12288,0.30,17.18
1755181843,3362,29868,4147,155,4089,12288,0.39,17.18
1755181844,3362,29868,4147,155,4089,12288,0.34,17.18
1755181845,3362,29868,4147,155,4089,12288,0.23,17.18
1755181846,3362,29868,4147,155,4089,12288,0.33,17.18
1755181847,3362,29868,4147,155,4089,12288,0.37,17.18
1755181848,3362,29868,4147,155,4089,12288,0.28,17.18
1755181849,3362,29868,4147,155,4089,12288,0.31,17.18
1755181850,3362,29868,4147,155,4089,12288,0.27,17.18
1755181851,3362,29868,4147,155,4089,12288,0.51,17.18
1755181852,3362,29868,4147,155,4089,12288,0.49,17.18
1755181853,3362,29868,4147,155,4089,12288,0.31,17.18
1755181854,3362,29868,4147,155,4089,12288,0.25,17.18
1755181855,3362,29868,4147,155,4089,12288,0.45,17.18
1755181856,3362,29868,4147,155,4089,12288,0.28,17.18
1755181857,3362,29868,4147,155,4089,12288,0.39,17.18
1755181858,3362,29868,4147,155,4089,12288,0.39,17.18
1755181859,3362,29868,4147,155,4089,12288,0.25,17.18
1755181861,3362,29868,4147,155,4089,12288,0.37,17.18
1755181862,3362,29868,4147,155,4089,12288,0.28,17.18
1755181863,3362,29868,4147,155,4089,12288,0.30,17.18
1755181864,3362,29868,4147,155,4089,12288,0.34,17.18
1755181865,3362,29868,4147,155,4089,12288,0.36,17.18
1755181866,3362,29868,4147,155,4089,12288,0.34,17.18
1755181867,3362,29868,4147,155,4089,12288,0.37,17.18
1755181868,3362,29868,4147,155,4089,12288,0.37,17.18
1755181869,3362,29868,4147,155,4089,12288,0.27,17.18
1755181870,3362,29868,4147,155,4089,12288,0.40,17.18
1755181871,3362,29868,4147,155,4089,12288,0.46,17.18
1755181872,3362,29868,4147,155,4089,12288,0.49,17.18
1755181873,3362,29868,4147,155,4089,12288,0.37,17.18
1755181874,3362,29868,4147,155,4089,12288,0.27,17.18
1755181875,3362,29868,4147,155,4089,12288,0.31,17.18
1755181876,3362,29868,4147,155,4089,12288,0.42,17.18
1755181877,3362,29868,4147,155,4089,12288,0.37,17.18
1755181878,3362,29868,4147,155,4089,12288,0.31,17.18
1755181879,3362,29868,4147,155,4089,12288,0.31,17.18
1755181881,3362,29868,4147,155,4089,12288,0.36,17.18
1755181882,3362,29868,4147,155,4089,12288,0.31,17.18
1755181883,3362,29868,4147,155,4089,12288,0.42,17.18
1755181884,3362,29868,4147,155,4089,12288,0.59,17.19
1755181885,3362,29868,4147,155,4089,12288,0.21,17.19
1755181886,3362,29868,4147,155,4089,12288,0.37,17.19
1755181887,3362,29868,4147,155,4089,12288,0.41,17.19
1755181888,3362,29868,4147,155,4089,12288,0.33,17.19
1755181889,3362,29868,4147,155,4089,12288,0.33,17.19
1755181890,3362,29868,4147,155,4089,12288,0.27,17.18
1755181891,3362,29868,4147,155,4089,12288,0.39,17.19
1755181892,3362,29868,4147,155,4089,12288,0.52,17.19
1755181893,3362,29868,4147,155,4089,12288,0.32,17.19
1755181894,3362,29868,4147,155,4089,12288,0.37,17.19
1755181895,3362,29868,4147,155,4089,12288,0.34,17.19
1755181896,3362,29868,4147,155,4089,12288,0.31,17.19
1755181897,3362,29868,4147,155,4089,12288,0.45,17.19
1755181899,3362,29868,4147,155,4089,12288,0.33,17.19
1755181900,3362,29868,4147,155,4089,12288,0.28,17.19
1755181901,3362,29868,4147,155,4089,12288,0.31,17.19
1755181902,3362,29868,4147,155,4089,12288,0.40,17.19
1755181903,3362,29868,4147,155,4089,12288,0.24,17.19
1755181904,3362,29868,4147,155,4089,12288,0.30,17.19
1755181905,3362,29868,4147,155,4089,12288,0.25,17.18
1755181906,3362,29868,4147,155,4089,12288,0.39,17.19
1755181907,3362,29868,4147,155,4089,12288,0.43,17.19
1755181908,3362,29868,4147,155,4089,12288,0.30,17.19
1755181909,3362,29868,4147,155,4089,12288,0.27,17.18
1755181910,3362,29868,4147,155,4089,12288,0.37,17.18
1755181911,3362,29868,4147,155,4089,12288,0.40,17.18
1755181912,3362,29868,4147,155,4089,12288,0.37,17.18
1755181913,3362,29868,4147,155,4089,12288,0.31,17.19
1755181914,3362,29868,4147,155,4089,12288,0.20,17.18
1755181915,3362,29868,4147,155,4089,12288,0.39,17.18
1755181916,3362,29868,4147,155,4089,12288,0.33,17.19
1755181917,3362,29868,4147,155,4089,12288,0.39,17.18
1755181918,3362,29868,4147,155,4089,12288,0.33,17.19
1755181920,3362,29868,4147,155,4089,12288,0.31,17.18
1755181921,3362,29868,4147,155,4089,12288,0.36,17.18
1755181922,3362,29868,4147,155,4089,12288,0.48,17.18
1755181923,3362,29868,4147,155,4089,12288,0.33,17.18
1755181924,3362,29868,4147,155,4089,12288,0.27,17.18
1755181925,3362,29868,4147,155,4089,12288,0.31,17.18
1755181926,3362,29868,4147,155,4089,12288,0.37,17.18
1755181927,3362,29868,4147,155,4089,12288,0.39,17.20
1755181928,3362,29868,4147,155,4089,12288,0.34,17.21
1755181929,3362,29868,4147,155,4089,12288,0.24,17.18
1755181930,3362,29868,4147,155,4089,12288,0.27,17.18
1755181931,3362,29868,4147,155,4089,12288,0.48,17.18
1755181932,3362,29868,4147,155,4089,12288,0.46,17.18
1755181933,3362,29868,4147,155,4089,12288,0.31,17.18
1755181934,3362,29868,4147,155,4089,12288,0.34,17.18
1755181935,3362,29868,4147,155,4089,12288,0.43,17.18
1755181936,3362,29868,4147,155,4089,12288,0.33,17.18
1755181937,3362,29868,4147,155,4089,12288,0.54,17.18
1755181938,3362,29868,4147,155,4089,12288,0.36,17.18
1755181940,3362,29868,4147,155,4089,12288,0.28,17.18
1755181941,3362,29868,4147,155,4089,12288,0.52,17.18
1755181942,3362,29868,4147,155,4089,12288,0.45,17.18
1755181943,3362,29868,4147,155,4089,12288,0.34,17.18
1755181944,3362,29868,4147,155,4089,12288,0.36,17.18
1755181945,3362,29868,4147,155,4089,12288,0.24,17.18
1755181946,3362,29868,4147,155,4089,12288,0.45,17.18
1755181947,3362,29868,4147,155,4089,12288,0.36,17.18
1755181948,3362,29868,4147,155,4089,12288,0.28,17.18
1755181949,3362,29868,4147,155,4089,12288,0.30,17.18
1755181950,3362,29868,4147,155,4089,12288,0.21,17.18
1755181951,3362,29868,4147,155,4089,12288,0.49,17.18
1755181952,3362,29868,4147,155,4089,12288,0.43,17.18
1755181953,3362,29868,4147,155,4089,12288,0.30,17.18
1755181954,3362,29868,4147,155,4089,12288,0.25,17.18
1755181955,3362,29868,4147,155,4089,12288,0.36,17.18
1755181956,3362,29868,4147,155,4089,12288,0.28,17.18
1755181957,3362,29868,4147,155,4089,12288,0.39,17.18
1755181958,3362,29868,4147,155,4089,12288,0.35,17.18
1755181959,3362,29868,4147,155,4089,12288,0.25,17.18
1755181961,3362,29868,4147,155,4089,12288,0.37,17.18
1755181962,3362,29868,4147,155,4089,12288,0.37,17.18
1755181963,3362,29868,4147,155,4089,12288,0.32,17.18
1755181964,3362,29868,4147,155,4089,12288,0.24,17.18
1755181965,3362,29868,4147,155,4089,12288,0.31,17.18
1755181966,3362,29868,4147,155,4089,12288,0.40,17.18
1755181967,3362,29868,4147,155,4089,12288,0.31,17.20
1755181968,3362,29868,4147,155,4089,12288,0.36,17.18
1755181969,3362,29868,4147,155,4089,12288,0.24,17.18
1755181970,3362,29868,4147,155,4089,12288,0.28,17.18
1755181971,3362,29868,4147,155,4089,12288,0.34,17.18
1755181972,3362,29868,4147,155,4089,12288,0.42,17.18
1755181973,3362,29868,4147,155,4089,12288,0.37,17.18
1755181974,3362,29868,4147,155,4089,12288,0.24,17.18
1755181975,3362,29868,4147,155,4089,12288,0.42,17.18
1755181976,3362,29868,4147,155,4089,12288,0.33,17.18
1755181977,3362,29868,4147,155,4089,12288,0.38,17.18
1755181978,3362,29868,4147,155,4089,12288,0.30,17.18
1755181980,3362,29868,4147,155,4089,12288,0.31,17.18
1755181981,3362,29868,4147,155,4089,12288,0.37,17.18
1755181982,3362,29868,4147,155,4089,12288,0.38,17.18
1755181983,3362,29868,4147,155,4089,12288,0.34,17.18
1755181984,3362,29868,4147,155,4089,12288,0.28,17.18
1755181985,3362,29868,4147,155,4089,12288,0.21,17.18
1755181986,3362,29868,4147,155,4089,12288,0.43,17.18
1755181987,3362,29868,4147,155,4089,12288,0.40,17.18
1755181988,3362,29868,4147,155,4089,12288,0.27,17.18
1755181989,3362,29868,4147,155,4089,12288,0.33,17.18
1755181990,3362,29868,4147,155,4089,12288,0.22,17.19
1755181991,3362,29868,4147,155,4089,12288,0.44,17.18
1755181992,3362,29868,4147,155,4089,12288,0.50,17.18
1755181993,3362,29868,4147,155,4089,12288,0.30,17.18
1755181994,3362,29868,4147,155,4089,12288,0.22,17.18
1755181995,3362,29868,4147,155,4089,12288,0.42,17.18
1755181996,3362,29868,4147,155,4089,12288,0.28,17.18
1755181997,3362,29868,4147,155,4089,12288,0.45,17.18
1755181998,3362,29868,4147,155,4089,12288,0.30,17.18
1755181999,3362,29868,4147,155,4089,12288,0.28,17.18
1755182001,3362,29868,4147,155,4089,12288,0.43,17.18
1755182002,3362,29868,4147,155,4089,12288,0.36,17.18
1755182003,3362,29868,4147,155,4089,12288,0.39,17.18
1755182004,3362,29868,4147,155,4089,12288,0.34,17.18
1755182005,3362,29868,4147,155,4089,12288,0.25,17.18
1755182006,3362,29868,4147,155,4089,12288,0.36,17.18
1755182007,3362,29868,4147,155,4089,12288,0.42,17.18
1755182008,3362,29868,4147,155,4089,12288,0.25,17.18
1755182009,3362,29868,4147,155,4089,12288,0.28,17.18
1755182010,3362,29868,4147,155,4089,12288,0.23,17.19
1755182011,3362,29868,4147,155,4089,12288,0.38,17.20
1755182012,3362,29868,4147,155,4089,12288,0.30,17.18
1755182013,3362,29868,4147,155,4089,12288,0.37,17.18
1755182014,3362,29868,4147,155,4089,12288,0.27,17.18
1755182015,3362,29868,4147,155,4089,12288,0.37,17.18
1755182016,3362,29868,4147,155,4089,12288,0.34,17.18
1755182017,3362,29868,4147,155,4089,12288,0.39,17.18
1755182018,3362,29868,4147,155,4089,12288,0.30,17.18
1755182019,3362,29868,4147,155,4089,12288,0.31,17.18
1755182021,3362,29868,4147,155,4089,12288,0.36,17.18
1755182022,3362,29868,4147,155,4089,12288,0.39,17.18
1755182023,3362,29868,4147,155,4089,12288,0.34,17.18
1755182024,3362,29868,4147,155,4089,12288,0.24,17.18
1755182025,3362,29868,4147,155,4089,12288,0.37,17.18
1755182026,3362,29868,4147,155,4089,12288,0.34,17.18
1755182027,3362,29868,4147,155,4089,12288,0.40,17.18
1755182028,3362,29868,4147,155,4089,12288,0.33,17.18
1755182029,3362,29868,4147,155,4089,12288,0.24,17.18
1755182030,3362,29868,4147,155,4089,12288,0.25,17.20
1755182031,3362,29868,4147,155,4089,12288,0.39,17.18
1755182032,3362,29868,4147,155,4089,12288,0.37,17.18
1755182033,3362,29868,4147,155,4089,12288,0.31,17.18
1755182034,3362,29868,4147,155,4089,12288,0.33,17.18
1755182035,3362,29868,4147,155,4089,12288,0.28,17.18
1755182036,3362,29868,4147,155,4089,12288,0.30,17.18
1755182037,3362,29868,4147,155,4089,12288,0.42,17.18
1755182038,3362,29868,4147,155,4089,12288,0.27,17.18
1755182039,3362,29868,4147,155,4089,12288,0.23,17.17
1755182041,3362,29868,4147,155,4089,12288,0.42,17.17
1755182042,3362,29868,4147,155,4089,12288,0.34,17.18
1755182043,3362,29868,4147,155,4089,12288,0.31,17.18
1755182044,3362,29868,4147,155,4089,12288,0.34,17.18
1755182045,3362,29868,4147,155,4089,12288,0.22,17.18
1755182046,3362,29868,4147,155,4089,12288,0.40,17.18
1755182047,3362,29868,4147,155,4089,12288,0.44,17.18
1755182048,3362,29868,4147,155,4089,12288,0.31,17.18
1755182049,3362,29868,4147,155,4089,12288,0.31,17.18
1755182050,3362,29868,4147,155,4089,12288,0.22,17.19
1755182051,3362,29868,4147,155,4089,12288,0.40,17.18
1755182052,3362,29868,4147,155,4089,12288,0.43,17.18
1755182053,3362,29868,4147,155,4089,12288,0.28,17.18
1755182054,3362,29868,4147,155,4089,12288,0.25,17.17
1755182055,3362,29868,4147,155,4089,12288,0.42,17.17
1755182056,3362,29868,4147,155,4089,12288,0.29,17.18
1755182057,3362,29868,4147,155,4089,12288,0.34,17.17
1755182058,3362,29868,4147,155,4089,12288,0.33,17.17
1755182060,3362,29868,4147,155,4089,12288,0.27,17.17
1755182061,3362,29868,4147,155,4089,12288,0.36,17.17
1755182062,3362,29868,4147,155,4089,12288,0.42,17.18
1755182063,3362,29868,4147,155,4089,12288,0.31,17.18
1755182064,3362,29868,4147,155,4089,12288,0.28,17.17
1755182065,3362,29868,4147,155,4089,12288,0.28,17.17
1755182066,3362,29868,4147,155,4089,12288,0.39,17.18
1755182067,3362,29868,4147,155,4089,12288,0.40,17.17
1755182068,3362,29868,4147,155,4089,12288,0.34,17.17
1755182069,3362,29868,4147,155,4089,12288,0.28,17.17
1755182070,3362,29868,4147,155,4089,12288,0.22,17.17
1755182071,3362,29868,4147,155,4089,12288,0.42,17.17
1755182072,3362,29868,4147,155,4089,12288,0.31,17.19
1755182073,3362,29868,4147,155,4089,12288,0.32,17.18
1755182074,3362,29868,4147,155,4089,12288,0.19,17.18
1755182075,3362,29868,4147,155,4089,12288,0.35,17.18
1755182076,3362,29868,4147,155,4089,12288,0.30,17.18
1755182077,3362,29868,4147,155,4089,12288,0.34,17.18
1755182078,3362,29868,4147,155,4089,12288,0.25,17.18
1755182080,3362,29868,4147,155,4089,12288,0.30,17.18
1755182081,3362,29868,4147,155,4089,12288,0.37,17.18
1755182082,3362,29868,4147,155,4089,12288,0.34,17.18
1755182083,3362,29868,4147,155,4089,12288,0.42,17.18
1755182084,3362,29868,4147,155,4089,12288,0.25,17.18
